"hr_id","animal_id","species","sex","year","month","season","n_pts","n_days"
"03821_MD17F0055_2018_07","MD17F0055","Mule Deer","F",2018,7,"Summer",42,30.2916666666667
"03822_MD17F0055_2019_02","MD17F0055","Mule Deer","F",2019,2,"Winter",45,27.125
"03801_MD17F0051_2017_02","MD17F0051","Mule Deer","F",2017,2,"Winter",49,27.0833333333333
"03802_MD17F0051_2017_07","MD17F0051","Mule Deer","F",2017,7,"Summer",42,30.0833333333333
"03803_MD17F0051_2018_02","MD17F0051","Mule Deer","F",2018,2,"Winter",41,27.6666666666667
"03515_MD17F0002_2017_02","MD17F0002","Mule Deer","F",2017,2,"Winter",55,27.625
"03516_MD17F0002_2017_07","MD17F0002","Mule Deer","F",2017,7,"Summer",59,30.5833333333333
"03517_MD17F0002_2018_02","MD17F0002","Mule Deer","F",2018,2,"Winter",53,27.6666666666667
"03518_MD17F0002_2018_07","MD17F0002","Mule Deer","F",2018,7,"Summer",57,30.2916666666667
"03519_MD17F0002_2019_02","MD17F0002","Mule Deer","F",2019,2,"Winter",46,27.6666666666667
"03520_MD17F0002_2019_07","MD17F0002","Mule Deer","F",2019,7,"Summer",54,29.75
"03521_MD17F0002_2020_02","MD17F0002","Mule Deer","F",2020,2,"Winter",53,28.1666666666667
"03522_MD17F0002_2020_07","MD17F0002","Mule Deer","F",2020,7,"Summer",52,30.25
"03523_MD17F0002_2021_02","MD17F0002","Mule Deer","F",2021,2,"Winter",50,27.6666666666667
"03524_MD17F0002_2021_07","MD17F0002","Mule Deer","F",2021,7,"Summer",55,30.25
"03623_MD17F0018_2017_02","MD17F0018","Mule Deer","F",2017,2,"Winter",48,27.625
"03624_MD17F0018_2017_07","MD17F0018","Mule Deer","F",2017,7,"Summer",56,30.0416666666667
"03625_MD17F0018_2018_02","MD17F0018","Mule Deer","F",2018,2,"Winter",49,27.6666666666667
"03626_MD17F0018_2018_07","MD17F0018","Mule Deer","F",2018,7,"Summer",52,30.2916666666667
"03627_MD17F0018_2019_02","MD17F0018","Mule Deer","F",2019,2,"Winter",42,27.125
"03630_MD17F0020_2017_02","MD17F0020","Mule Deer","F",2017,2,"Winter",51,27.625
"03629_MD17F0019_2017_02","MD17F0019","Mule Deer","F",2017,2,"Winter",45,27.0833333333333
"03527_MD17F0003_2017_02","MD17F0003","Mule Deer","F",2017,2,"Winter",48,27.625
"03619_MD17F0017_2017_02","MD17F0017","Mule Deer","F",2017,2,"Winter",52,27.625
"03620_MD17F0017_2017_07","MD17F0017","Mule Deer","F",2017,7,"Summer",60,30.0833333333333
"03621_MD17F0017_2018_02","MD17F0017","Mule Deer","F",2018,2,"Winter",53,27.6666666666667
"03622_MD17F0017_2018_07","MD17F0017","Mule Deer","F",2018,7,"Summer",56,30.7916666666667
"03631_MD17F0021_2017_02","MD17F0021","Mule Deer","F",2017,2,"Winter",51,27.625
"03632_MD17F0021_2017_07","MD17F0021","Mule Deer","F",2017,7,"Summer",51,30.0833333333333
"03633_MD17F0021_2018_02","MD17F0021","Mule Deer","F",2018,2,"Winter",45,27.6666666666667
"03634_MD17F0021_2018_07","MD17F0021","Mule Deer","F",2018,7,"Summer",48,30.2916666666667
"03635_MD17F0021_2019_02","MD17F0021","Mule Deer","F",2019,2,"Winter",39,27.6666666666667
"03636_MD17F0021_2019_07","MD17F0021","Mule Deer","F",2019,7,"Summer",44,29.2083333333333
"03567_MD17F0009_2017_02","MD17F0009","Mule Deer","F",2017,2,"Winter",47,27.625
"03568_MD17F0009_2017_07","MD17F0009","Mule Deer","F",2017,7,"Summer",56,30.0833333333333
"03569_MD17F0009_2018_02","MD17F0009","Mule Deer","F",2018,2,"Winter",44,27.6666666666667
"03742_MD17F0036_2017_02","MD17F0036","Mule Deer","F",2017,2,"Winter",42,27.625
"03743_MD17F0036_2017_07","MD17F0036","Mule Deer","F",2017,7,"Summer",48,30.0833333333333
"03744_MD17F0036_2018_02","MD17F0036","Mule Deer","F",2018,2,"Winter",37,26.5833333333333
"03745_MD17F0036_2018_07","MD17F0036","Mule Deer","F",2018,7,"Summer",51,30.7916666666667
"03746_MD17F0036_2019_02","MD17F0036","Mule Deer","F",2019,2,"Winter",37,27.125
"03747_MD17F0036_2019_07","MD17F0036","Mule Deer","F",2019,7,"Summer",31,29.75
"03761_MD17F0040_2017_02","MD17F0040","Mule Deer","F",2017,2,"Winter",50,27.0833333333333
"03762_MD17F0040_2017_07","MD17F0040","Mule Deer","F",2017,7,"Summer",52,30.0833333333333
"03763_MD17F0040_2018_02","MD17F0040","Mule Deer","F",2018,2,"Winter",46,27.125
"03764_MD17F0040_2018_07","MD17F0040","Mule Deer","F",2018,7,"Summer",51,30.7916666666667
"03765_MD17F0040_2019_02","MD17F0040","Mule Deer","F",2019,2,"Winter",47,27.6666666666667
"03766_MD17F0040_2019_07","MD17F0040","Mule Deer","F",2019,7,"Summer",37,28.1666666666667
"03767_MD17F0040_2020_02","MD17F0040","Mule Deer","F",2020,2,"Winter",47,28.7083333333333
"03768_MD17F0040_2020_07","MD17F0040","Mule Deer","F",2020,7,"Summer",46,30.25
"03769_MD17F0040_2021_02","MD17F0040","Mule Deer","F",2021,2,"Winter",34,26.625
"03770_MD17F0040_2021_07","MD17F0040","Mule Deer","F",2021,7,"Summer",40,29.75
"03840_MD17F0060_2017_02","MD17F0060","Mule Deer","F",2017,2,"Winter",49,27.625
"03841_MD17F0060_2017_07","MD17F0060","Mule Deer","F",2017,7,"Summer",42,28
"03748_MD17F0037_2017_02","MD17F0037","Mule Deer","F",2017,2,"Winter",49,27.625
"03749_MD17F0038_2017_02","MD17F0038","Mule Deer","F",2017,2,"Winter",48,27.0833333333333
"03750_MD17F0038_2017_07","MD17F0038","Mule Deer","F",2017,7,"Summer",50,30.5833333333333
"03751_MD17F0038_2018_02","MD17F0038","Mule Deer","F",2018,2,"Winter",22,25.5416666666667
"03752_MD17F0038_2018_07","MD17F0038","Mule Deer","F",2018,7,"Summer",45,30.7916666666667
"03753_MD17F0038_2019_02","MD17F0038","Mule Deer","F",2019,2,"Winter",25,26.625
"03570_MD17F0010_2017_02","MD17F0010","Mule Deer","F",2017,2,"Winter",46,27.0833333333333
"03571_MD17F0010_2017_07","MD17F0010","Mule Deer","F",2017,7,"Summer",58,30.5833333333333
"03572_MD17F0010_2018_02","MD17F0010","Mule Deer","F",2018,2,"Winter",45,27.125
"03573_MD17F0010_2018_07","MD17F0010","Mule Deer","F",2018,7,"Summer",54,30.7916666666667
"03574_MD17F0010_2019_02","MD17F0010","Mule Deer","F",2019,2,"Winter",39,26.5833333333333
"03575_MD17F0010_2019_07","MD17F0010","Mule Deer","F",2019,7,"Summer",52,30.2916666666667
"03576_MD17F0010_2020_02","MD17F0010","Mule Deer","F",2020,2,"Winter",49,28.1666666666667
"03577_MD17F0010_2020_07","MD17F0010","Mule Deer","F",2020,7,"Summer",50,29.7083333333333
"03578_MD17F0010_2021_02","MD17F0010","Mule Deer","F",2021,2,"Winter",40,27.125
"03579_MD17F0010_2021_07","MD17F0010","Mule Deer","F",2021,7,"Summer",44,29.25
"03582_MD17F0011_2017_02","MD17F0011","Mule Deer","F",2017,2,"Winter",51,27.0833333333333
"03583_MD17F0011_2017_07","MD17F0011","Mule Deer","F",2017,7,"Summer",47,30.5833333333333
"03823_MD17F0056_2017_02","MD17F0056","Mule Deer","F",2017,2,"Winter",48,27.625
"03824_MD17F0056_2017_07","MD17F0056","Mule Deer","F",2017,7,"Summer",52,30.5833333333333
"03825_MD17F0056_2018_02","MD17F0056","Mule Deer","F",2018,2,"Winter",42,27.125
"03826_MD17F0056_2018_07","MD17F0056","Mule Deer","F",2018,7,"Summer",49,30.25
"03827_MD17F0056_2019_02","MD17F0056","Mule Deer","F",2019,2,"Winter",42,26.0833333333333
"03828_MD17F0056_2019_07","MD17F0056","Mule Deer","F",2019,7,"Summer",41,30.2916666666667
"03829_MD17F0056_2020_02","MD17F0056","Mule Deer","F",2020,2,"Winter",39,28.1666666666667
"03596_MD17F0013_2017_02","MD17F0013","Mule Deer","F",2017,2,"Winter",51,27.0833333333333
"03597_MD17F0013_2017_07","MD17F0013","Mule Deer","F",2017,7,"Summer",55,30.0833333333333
"03598_MD17F0013_2018_02","MD17F0013","Mule Deer","F",2018,2,"Winter",52,27.125
"03599_MD17F0013_2018_07","MD17F0013","Mule Deer","F",2018,7,"Summer",57,30.7916666666667
"03600_MD17F0013_2019_02","MD17F0013","Mule Deer","F",2019,2,"Winter",48,27.125
"03601_MD17F0013_2019_07","MD17F0013","Mule Deer","F",2019,7,"Summer",50,30.2916666666667
"03602_MD17F0013_2020_02","MD17F0013","Mule Deer","F",2020,2,"Winter",50,28.7083333333333
"03603_MD17F0013_2020_07","MD17F0013","Mule Deer","F",2020,7,"Summer",52,30.2083333333333
"03604_MD17F0013_2021_02","MD17F0013","Mule Deer","F",2021,2,"Winter",44,27.125
"03605_MD17F0013_2021_07","MD17F0013","Mule Deer","F",2021,7,"Summer",52,30.25
"03584_MD17F0012_2017_02","MD17F0012","Mule Deer","F",2017,2,"Winter",48,27.0833333333333
"03585_MD17F0012_2017_07","MD17F0012","Mule Deer","F",2017,7,"Summer",50,29.5416666666667
"03586_MD17F0012_2018_02","MD17F0012","Mule Deer","F",2018,2,"Winter",46,26.625
"03587_MD17F0012_2018_07","MD17F0012","Mule Deer","F",2018,7,"Summer",46,29.75
"03588_MD17F0012_2019_02","MD17F0012","Mule Deer","F",2019,2,"Winter",38,27.125
"03589_MD17F0012_2019_07","MD17F0012","Mule Deer","F",2019,7,"Summer",41,29.75
"03590_MD17F0012_2020_02","MD17F0012","Mule Deer","F",2020,2,"Winter",46,28.7083333333333
"03591_MD17F0012_2020_07","MD17F0012","Mule Deer","F",2020,7,"Summer",48,30.25
"03592_MD17F0012_2021_02","MD17F0012","Mule Deer","F",2021,2,"Winter",34,26.0833333333333
"03593_MD17F0012_2021_07","MD17F0012","Mule Deer","F",2021,7,"Summer",40,29.75
"03682_MD17F0028_2017_02","MD17F0028","Mule Deer","F",2017,2,"Winter",49,27.0833333333333
"03683_MD17F0028_2017_07","MD17F0028","Mule Deer","F",2017,7,"Summer",57,30.5833333333333
"03684_MD17F0028_2018_02","MD17F0028","Mule Deer","F",2018,2,"Winter",48,26.5833333333333
"03685_MD17F0028_2018_07","MD17F0028","Mule Deer","F",2018,7,"Summer",51,30.7916666666667
"03529_MD17F0004_2017_02","MD17F0004","Mule Deer","F",2017,2,"Winter",49,26.5416666666667
"03530_MD17F0004_2017_07","MD17F0004","Mule Deer","F",2017,7,"Summer",50,29
"03531_MD17F0004_2018_02","MD17F0004","Mule Deer","F",2018,2,"Winter",42,26.625
"03532_MD17F0004_2018_07","MD17F0004","Mule Deer","F",2018,7,"Summer",49,30.7916666666667
"03533_MD17F0004_2019_02","MD17F0004","Mule Deer","F",2019,2,"Winter",33,26.0833333333333
"03534_MD17F0004_2019_07","MD17F0004","Mule Deer","F",2019,7,"Summer",45,30.2916666666667
"03535_MD17F0004_2020_02","MD17F0004","Mule Deer","F",2020,2,"Winter",45,28.1666666666667
"03536_MD17F0004_2020_07","MD17F0004","Mule Deer","F",2020,7,"Summer",45,30.25
"03537_MD17F0004_2021_02","MD17F0004","Mule Deer","F",2021,2,"Winter",36,26.625
"03830_MD17F0057_2017_02","MD17F0057","Mule Deer","F",2017,2,"Winter",48,27.0833333333333
"03831_MD17F0057_2017_07","MD17F0057","Mule Deer","F",2017,7,"Summer",43,30.5833333333333
"03832_MD17F0057_2018_02","MD17F0057","Mule Deer","F",2018,2,"Winter",37,26.0833333333333
"03833_MD17F0057_2018_07","MD17F0057","Mule Deer","F",2018,7,"Summer",45,30.25
"03834_MD17F0057_2019_02","MD17F0057","Mule Deer","F",2019,2,"Winter",31,18.7916666666667
"03698_MD17F0030_2017_02","MD17F0030","Mule Deer","F",2017,2,"Winter",49,27.0833333333333
"03699_MD17F0030_2017_07","MD17F0030","Mule Deer","F",2017,7,"Summer",57,30.5833333333333
"03700_MD17F0030_2018_02","MD17F0030","Mule Deer","F",2018,2,"Winter",44,27.125
"03701_MD17F0030_2018_07","MD17F0030","Mule Deer","F",2018,7,"Summer",50,30.25
"03702_MD17F0030_2019_02","MD17F0030","Mule Deer","F",2019,2,"Winter",41,26.0833333333333
"03703_MD17F0030_2019_07","MD17F0030","Mule Deer","F",2019,7,"Summer",34,29.75
"03704_MD17F0030_2020_02","MD17F0030","Mule Deer","F",2020,2,"Winter",44,28.7083333333333
"03705_MD17F0030_2020_07","MD17F0030","Mule Deer","F",2020,7,"Summer",40,29.7083333333333
"03796_MD17F0048_2017_02","MD17F0048","Mule Deer","F",2017,2,"Winter",50,27.0833333333333
"03797_MD17F0048_2017_07","MD17F0048","Mule Deer","F",2017,7,"Summer",45,30.5833333333333
"03798_MD17F0048_2018_02","MD17F0048","Mule Deer","F",2018,2,"Winter",42,27.125
"03794_MD17F0047_2017_02","MD17F0047","Mule Deer","F",2017,2,"Winter",41,27.0833333333333
"03795_MD17F0047_2017_07","MD17F0047","Mule Deer","F",2017,7,"Summer",50,30.0833333333333
"03638_MD17F0022_2017_02","MD17F0022","Mule Deer","F",2017,2,"Winter",54,27.0833333333333
"03639_MD17F0022_2017_07","MD17F0022","Mule Deer","F",2017,7,"Summer",59,30.5833333333333
"03640_MD17F0022_2018_02","MD17F0022","Mule Deer","F",2018,2,"Winter",52,27.125
"03641_MD17F0022_2018_07","MD17F0022","Mule Deer","F",2018,7,"Summer",53,30.7916666666667
"03642_MD17F0022_2019_02","MD17F0022","Mule Deer","F",2019,2,"Winter",50,26.625
"03643_MD17F0022_2019_07","MD17F0022","Mule Deer","F",2019,7,"Summer",44,29.2083333333333
"03644_MD17F0022_2020_02","MD17F0022","Mule Deer","F",2020,2,"Winter",54,28.7083333333333
"03645_MD17F0022_2020_07","MD17F0022","Mule Deer","F",2020,7,"Summer",58,30.75
"03646_MD17F0022_2021_02","MD17F0022","Mule Deer","F",2021,2,"Winter",47,27.125
"03647_MD17F0022_2021_07","MD17F0022","Mule Deer","F",2021,7,"Summer",46,30.2916666666667
"03686_MD17F0029_2017_02","MD17F0029","Mule Deer","F",2017,2,"Winter",49,27.0833333333333
"03687_MD17F0029_2017_07","MD17F0029","Mule Deer","F",2017,7,"Summer",48,30.0833333333333
"03688_MD17F0029_2018_02","MD17F0029","Mule Deer","F",2018,2,"Winter",35,26.0833333333333
"03689_MD17F0029_2018_07","MD17F0029","Mule Deer","F",2018,7,"Summer",43,30.25
"03690_MD17F0029_2019_02","MD17F0029","Mule Deer","F",2019,2,"Winter",31,27.125
"03691_MD17F0029_2019_07","MD17F0029","Mule Deer","F",2019,7,"Summer",33,30.2916666666667
"03692_MD17F0029_2020_02","MD17F0029","Mule Deer","F",2020,2,"Winter",39,28.7083333333333
"03693_MD17F0029_2020_07","MD17F0029","Mule Deer","F",2020,7,"Summer",35,30.75
"03694_MD17F0029_2021_02","MD17F0029","Mule Deer","F",2021,2,"Winter",33,27.125
"03695_MD17F0029_2021_07","MD17F0029","Mule Deer","F",2021,7,"Summer",33,28.2083333333333
"03804_MD17F0052_2017_02","MD17F0052","Mule Deer","F",2017,2,"Winter",49,27.0833333333333
"03805_MD17F0052_2017_07","MD17F0052","Mule Deer","F",2017,7,"Summer",39,29.5416666666667
"03806_MD17F0052_2018_02","MD17F0052","Mule Deer","F",2018,2,"Winter",34,27.125
"03807_MD17F0052_2018_07","MD17F0052","Mule Deer","F",2018,7,"Summer",45,29.7083333333333
"03808_MD17F0052_2019_02","MD17F0052","Mule Deer","F",2019,2,"Winter",39,26.625
"03809_MD17F0052_2019_07","MD17F0052","Mule Deer","F",2019,7,"Summer",33,30.25
"03810_MD17F0052_2020_02","MD17F0052","Mule Deer","F",2020,2,"Winter",34,27.625
"03538_MD17F0005_2017_02","MD17F0005","Mule Deer","F",2017,2,"Winter",49,27.0833333333333
"03539_MD17F0005_2017_07","MD17F0005","Mule Deer","F",2017,7,"Summer",42,30.0416666666667
"03540_MD17F0005_2018_02","MD17F0005","Mule Deer","F",2018,2,"Winter",48,26.625
"03541_MD17F0005_2018_07","MD17F0005","Mule Deer","F",2018,7,"Summer",42,28.6666666666667
"03542_MD17F0005_2019_02","MD17F0005","Mule Deer","F",2019,2,"Winter",43,26.0833333333333
"03543_MD17F0005_2019_07","MD17F0005","Mule Deer","F",2019,7,"Summer",36,30.25
"03544_MD17F0005_2020_02","MD17F0005","Mule Deer","F",2020,2,"Winter",37,28.7083333333333
"03545_MD17F0005_2020_07","MD17F0005","Mule Deer","F",2020,7,"Summer",54,30.2083333333333
"03546_MD17F0005_2021_02","MD17F0005","Mule Deer","F",2021,2,"Winter",38,26.5833333333333
"03547_MD17F0005_2021_07","MD17F0005","Mule Deer","F",2021,7,"Summer",37,30.75
"03608_MD17F0014_2017_02","MD17F0014","Mule Deer","F",2017,2,"Winter",46,26.5833333333333
"03609_MD17F0014_2017_07","MD17F0014","Mule Deer","F",2017,7,"Summer",51,29
"03610_MD17F0014_2018_02","MD17F0014","Mule Deer","F",2018,2,"Winter",45,26.5833333333333
"03611_MD17F0014_2018_07","MD17F0014","Mule Deer","F",2018,7,"Summer",51,30.25
"03612_MD17F0014_2019_02","MD17F0014","Mule Deer","F",2019,2,"Winter",40,27.125
"03613_MD17F0014_2019_07","MD17F0014","Mule Deer","F",2019,7,"Summer",40,30.7916666666667
"03786_MD17F0044_2017_02","MD17F0044","Mule Deer","F",2017,2,"Winter",43,27.0833333333333
"03706_MD17F0031_2017_02","MD17F0031","Mule Deer","F",2017,2,"Winter",53,27.0833333333333
"03707_MD17F0031_2017_07","MD17F0031","Mule Deer","F",2017,7,"Summer",57,30.5833333333333
"03708_MD17F0031_2018_02","MD17F0031","Mule Deer","F",2018,2,"Winter",49,26.625
"03709_MD17F0031_2018_07","MD17F0031","Mule Deer","F",2018,7,"Summer",55,30.25
"03710_MD17F0031_2019_02","MD17F0031","Mule Deer","F",2019,2,"Winter",32,17.75
"03835_MD17F0058_2017_02","MD17F0058","Mule Deer","F",2017,2,"Winter",42,27.5833333333333
"03836_MD17F0058_2017_07","MD17F0058","Mule Deer","F",2017,7,"Summer",48,30.5833333333333
"03754_MD17F0039_2017_02","MD17F0039","Mule Deer","F",2017,2,"Winter",52,27.5833333333333
"03755_MD17F0039_2017_07","MD17F0039","Mule Deer","F",2017,7,"Summer",49,30.5833333333333
"03756_MD17F0039_2018_02","MD17F0039","Mule Deer","F",2018,2,"Winter",42,26.5833333333333
"03757_MD17F0039_2018_07","MD17F0039","Mule Deer","F",2018,7,"Summer",39,30.25
"03758_MD17F0039_2019_02","MD17F0039","Mule Deer","F",2019,2,"Winter",42,27.625
"03759_MD17F0039_2019_07","MD17F0039","Mule Deer","F",2019,7,"Summer",31,28.7083333333333
"03760_MD17F0039_2020_02","MD17F0039","Mule Deer","F",2020,2,"Winter",44,25.5833333333333
"03778_MD17F0043_2017_02","MD17F0043","Mule Deer","F",2017,2,"Winter",50,27.5833333333333
"03779_MD17F0043_2017_07","MD17F0043","Mule Deer","F",2017,7,"Summer",46,30.5833333333333
"03780_MD17F0043_2018_02","MD17F0043","Mule Deer","F",2018,2,"Winter",35,27.625
"03781_MD17F0043_2018_07","MD17F0043","Mule Deer","F",2018,7,"Summer",43,29.75
"03782_MD17F0043_2019_02","MD17F0043","Mule Deer","F",2019,2,"Winter",36,27.125
"03783_MD17F0043_2019_07","MD17F0043","Mule Deer","F",2019,7,"Summer",30,26.625
"03784_MD17F0043_2020_02","MD17F0043","Mule Deer","F",2020,2,"Winter",43,28.7083333333333
"03648_MD17F0023_2017_02","MD17F0023","Mule Deer","F",2017,2,"Winter",51,27.0833333333333
"03649_MD17F0023_2017_07","MD17F0023","Mule Deer","F",2017,7,"Summer",57,30.5833333333333
"03650_MD17F0023_2018_02","MD17F0023","Mule Deer","F",2018,2,"Winter",49,27.125
"03651_MD17F0023_2018_07","MD17F0023","Mule Deer","F",2018,7,"Summer",52,30.25
"03652_MD17F0023_2019_02","MD17F0023","Mule Deer","F",2019,2,"Winter",47,27.125
"03653_MD17F0023_2019_07","MD17F0023","Mule Deer","F",2019,7,"Summer",56,30.7916666666667
"03654_MD17F0023_2020_02","MD17F0023","Mule Deer","F",2020,2,"Winter",47,28.7083333333333
"03655_MD17F0023_2020_07","MD17F0023","Mule Deer","F",2020,7,"Summer",45,30.75
"03656_MD17F0023_2021_02","MD17F0023","Mule Deer","F",2021,2,"Winter",47,27.625
"03657_MD17F0023_2021_07","MD17F0023","Mule Deer","F",2021,7,"Summer",50,30.75
"03658_MD17F0024_2017_02","MD17F0024","Mule Deer","F",2017,2,"Winter",53,27.5833333333333
"03659_MD17F0024_2017_07","MD17F0024","Mule Deer","F",2017,7,"Summer",56,30.5833333333333
"03660_MD17F0024_2018_02","MD17F0024","Mule Deer","F",2018,2,"Winter",53,27.625
"03661_MD17F0024_2018_07","MD17F0024","Mule Deer","F",2018,7,"Summer",56,30.25
"03662_MD17F0024_2019_02","MD17F0024","Mule Deer","F",2019,2,"Winter",44,27.625
"03663_MD17F0024_2019_07","MD17F0024","Mule Deer","F",2019,7,"Summer",54,30.25
"03664_MD17F0024_2020_02","MD17F0024","Mule Deer","F",2020,2,"Winter",57,28.7083333333333
"03787_MD17F0045_2017_02","MD17F0045","Mule Deer","F",2017,2,"Winter",52,27.625
"03681_MD17F0027_2017_02","MD17F0027","Mule Deer","F",2017,2,"Winter",54,27.625
"03811_MD17F0053_2017_02","MD17F0053","Mule Deer","F",2017,2,"Winter",50,27.625
"03812_MD17F0053_2017_07","MD17F0053","Mule Deer","F",2017,7,"Summer",38,30.5833333333333
"03813_MD17F0053_2018_02","MD17F0053","Mule Deer","F",2018,2,"Winter",34,27.125
"03814_MD17F0053_2018_07","MD17F0053","Mule Deer","F",2018,7,"Summer",36,29.2083333333333
"03815_MD17F0053_2019_02","MD17F0053","Mule Deer","F",2019,2,"Winter",42,27.6666666666667
"03816_MD17F0053_2019_07","MD17F0053","Mule Deer","F",2019,7,"Summer",21,29.2083333333333
"03788_MD17F0046_2017_02","MD17F0046","Mule Deer","F",2017,2,"Winter",43,27.625
"03789_MD17F0046_2017_07","MD17F0046","Mule Deer","F",2017,7,"Summer",33,29
"03790_MD17F0046_2018_02","MD17F0046","Mule Deer","F",2018,2,"Winter",45,27.6666666666667
"03791_MD17F0046_2018_07","MD17F0046","Mule Deer","F",2018,7,"Summer",33,29.7083333333333
"03792_MD17F0046_2019_02","MD17F0046","Mule Deer","F",2019,2,"Winter",44,27.125
"03793_MD17F0046_2019_07","MD17F0046","Mule Deer","F",2019,7,"Summer",27,30.7916666666667
"03799_MD17F0049_2017_02","MD17F0049","Mule Deer","F",2017,2,"Winter",46,27.625
"03711_MD17F0032_2017_02","MD17F0032","Mule Deer","F",2017,2,"Winter",57,27.625
"03712_MD17F0032_2017_07","MD17F0032","Mule Deer","F",2017,7,"Summer",55,30.5833333333333
"03713_MD17F0032_2018_02","MD17F0032","Mule Deer","F",2018,2,"Winter",55,27.6666666666667
"03714_MD17F0032_2018_07","MD17F0032","Mule Deer","F",2018,7,"Summer",54,30.25
"03552_MD17F0007_2017_02","MD17F0007","Mule Deer","F",2017,2,"Winter",44,27.0833333333333
"03553_MD17F0007_2017_07","MD17F0007","Mule Deer","F",2017,7,"Summer",47,30.5833333333333
"03554_MD17F0007_2018_02","MD17F0007","Mule Deer","F",2018,2,"Winter",43,27.1666666666667
"03555_MD17F0007_2018_07","MD17F0007","Mule Deer","F",2018,7,"Summer",43,29.7083333333333
"03817_MD17F0054_2017_02","MD17F0054","Mule Deer","F",2017,2,"Winter",41,27.625
"05267_MD17F0448_2017_02","MD17F0448","Mule Deer","F",2017,2,"Winter",47,23.9583333333333
"03715_MD17F0033_2017_02","MD17F0033","Mule Deer","F",2017,2,"Winter",54,27.625
"03716_MD17F0033_2017_07","MD17F0033","Mule Deer","F",2017,7,"Summer",52,30.5833333333333
"03800_MD17F0050_2017_02","MD17F0050","Mule Deer","F",2017,2,"Winter",52,27.625
"03556_MD17F0008_2017_02","MD17F0008","Mule Deer","F",2017,2,"Winter",53,27.625
"03557_MD17F0008_2017_07","MD17F0008","Mule Deer","F",2017,7,"Summer",53,29.5416666666667
"03558_MD17F0008_2018_02","MD17F0008","Mule Deer","F",2018,2,"Winter",46,27.6666666666667
"03559_MD17F0008_2018_07","MD17F0008","Mule Deer","F",2018,7,"Summer",52,29.75
"03560_MD17F0008_2019_02","MD17F0008","Mule Deer","F",2019,2,"Winter",51,27.6666666666667
"03561_MD17F0008_2019_07","MD17F0008","Mule Deer","F",2019,7,"Summer",46,30.2916666666667
"03562_MD17F0008_2020_02","MD17F0008","Mule Deer","F",2020,2,"Winter",48,28.2083333333333
"03563_MD17F0008_2020_07","MD17F0008","Mule Deer","F",2020,7,"Summer",49,29.7083333333333
"03564_MD17F0008_2021_02","MD17F0008","Mule Deer","F",2021,2,"Winter",42,27.1666666666667
"03565_MD17F0008_2021_07","MD17F0008","Mule Deer","F",2021,7,"Summer",51,29.2083333333333
"03718_MD17F0034_2017_02","MD17F0034","Mule Deer","F",2017,2,"Winter",54,27.625
"03719_MD17F0034_2017_07","MD17F0034","Mule Deer","F",2017,7,"Summer",50,30.0416666666667
"03720_MD17F0034_2018_02","MD17F0034","Mule Deer","F",2018,2,"Winter",53,27.6666666666667
"03721_MD17F0034_2018_07","MD17F0034","Mule Deer","F",2018,7,"Summer",46,30.2916666666667
"03722_MD17F0034_2019_02","MD17F0034","Mule Deer","F",2019,2,"Winter",38,27.6666666666667
"03723_MD17F0034_2019_07","MD17F0034","Mule Deer","F",2019,7,"Summer",40,29.75
"03724_MD17F0034_2020_02","MD17F0034","Mule Deer","F",2020,2,"Winter",45,28.2083333333333
"03725_MD17F0034_2020_07","MD17F0034","Mule Deer","F",2020,7,"Summer",46,30.25
"03726_MD17F0034_2021_02","MD17F0034","Mule Deer","F",2021,2,"Winter",43,27.125
"03727_MD17F0034_2021_07","MD17F0034","Mule Deer","F",2021,7,"Summer",52,30.25
"03775_MD17F0042_2017_02","MD17F0042","Mule Deer","F",2017,2,"Winter",44,27.625
"03776_MD17F0042_2017_07","MD17F0042","Mule Deer","F",2017,7,"Summer",31,30.0833333333333
"03730_MD17F0035_2017_02","MD17F0035","Mule Deer","F",2017,2,"Winter",49,27.625
"03731_MD17F0035_2017_07","MD17F0035","Mule Deer","F",2017,7,"Summer",51,28.5
"03732_MD17F0035_2018_02","MD17F0035","Mule Deer","F",2018,2,"Winter",56,27.6666666666667
"03733_MD17F0035_2018_07","MD17F0035","Mule Deer","F",2018,7,"Summer",53,30.7916666666667
"03734_MD17F0035_2019_02","MD17F0035","Mule Deer","F",2019,2,"Winter",54,27.6666666666667
"03735_MD17F0035_2019_07","MD17F0035","Mule Deer","F",2019,7,"Summer",51,30.2916666666667
"03736_MD17F0035_2020_02","MD17F0035","Mule Deer","F",2020,2,"Winter",50,28.1666666666667
"03737_MD17F0035_2020_07","MD17F0035","Mule Deer","F",2020,7,"Summer",55,30.25
"03738_MD17F0035_2021_02","MD17F0035","Mule Deer","F",2021,2,"Winter",48,27.6666666666667
"03739_MD17F0035_2021_07","MD17F0035","Mule Deer","F",2021,7,"Summer",44,29.2083333333333
"03550_MD17F0006_2017_02","MD17F0006","Mule Deer","F",2017,2,"Winter",52,27.125
"03551_MD17F0006_2017_07","MD17F0006","Mule Deer","F",2017,7,"Summer",55,30.5833333333333
"03837_MD17F0059_2017_02","MD17F0059","Mule Deer","F",2017,2,"Winter",52,27.125
"03838_MD17F0059_2017_07","MD17F0059","Mule Deer","F",2017,7,"Summer",40,30.0416666666667
"03839_MD17F0059_2018_02","MD17F0059","Mule Deer","F",2018,2,"Winter",42,27.1666666666667
