"hr_id","animal_id","species","sex","year","month","season","n_pts","n_days"
"04104_MD17F0134_2019_02","MD17F0134","Mule Deer","F",2019,2,"Winter",323,27.9166666666667
"04105_MD17F0134_2019_07","MD17F0134","Mule Deer","F",2019,7,"Summer",369,30.6666666666667
"04106_MD17F0134_2020_02","MD17F0134","Mule Deer","F",2020,2,"Winter",340,28.9166666666667
"04107_MD17F0134_2020_07","MD17F0134","Mule Deer","F",2020,7,"Summer",348,30.9166666666667
"04108_MD17F0134_2021_02","MD17F0134","Mule Deer","F",2021,2,"Winter",336,27.9166666666667
"04109_MD17F0134_2021_07","MD17F0134","Mule Deer","F",2021,7,"Summer",370,30.9166666666667
"04110_MD17F0135_2018_02","MD17F0135","Mule Deer","F",2018,2,"Winter",336,27.9166666666667
"04111_MD17F0135_2018_07","MD17F0135","Mule Deer","F",2018,7,"Summer",364,30.9166666666667
"04112_MD17F0135_2019_02","MD17F0135","Mule Deer","F",2019,2,"Winter",332,27.9166666666667
"04113_MD17F0135_2019_07","MD17F0135","Mule Deer","F",2019,7,"Summer",358,30.9166666666667
"04114_MD17F0135_2020_02","MD17F0135","Mule Deer","F",2020,2,"Winter",347,28.9166666666667
"04115_MD17F0135_2020_07","MD17F0135","Mule Deer","F",2020,7,"Summer",356,30.9166666666667
"04127_MD17F0139_2018_02","MD17F0139","Mule Deer","F",2018,2,"Winter",334,27.9166666666667
"04128_MD17F0139_2018_07","MD17F0139","Mule Deer","F",2018,7,"Summer",370,30.9166666666667
"04129_MD17F0139_2019_02","MD17F0139","Mule Deer","F",2019,2,"Winter",320,27.9166666666667
"04130_MD17F0139_2019_07","MD17F0139","Mule Deer","F",2019,7,"Summer",370,30.9166666666667
"04131_MD17F0139_2020_02","MD17F0139","Mule Deer","F",2020,2,"Winter",342,28.9166666666667
"04123_MD17F0138_2018_02","MD17F0138","Mule Deer","F",2018,2,"Winter",334,27.9166666666667
"04124_MD17F0138_2018_07","MD17F0138","Mule Deer","F",2018,7,"Summer",367,30.9166666666667
"04125_MD17F0138_2019_02","MD17F0138","Mule Deer","F",2019,2,"Winter",330,27.9166666666667
"04126_MD17F0138_2019_07","MD17F0138","Mule Deer","F",2019,7,"Summer",369,30.9166666666667
"04132_MD17F0140_2018_02","MD17F0140","Mule Deer","F",2018,2,"Winter",335,27.9166666666667
"04133_MD17F0141_2018_02","MD17F0141","Mule Deer","F",2018,2,"Winter",334,27.9166666666667
"04135_MD17F0142_2018_07","MD17F0142","Mule Deer","F",2018,7,"Summer",364,30.9166666666667
"04136_MD17F0142_2019_02","MD17F0142","Mule Deer","F",2019,2,"Winter",326,27.9166666666667
"04137_MD17F0142_2019_07","MD17F0142","Mule Deer","F",2019,7,"Summer",368,30.9166666666667
"04138_MD17F0142_2020_02","MD17F0142","Mule Deer","F",2020,2,"Winter",331,28.9166666666667
"04139_MD17F0142_2020_07","MD17F0142","Mule Deer","F",2020,7,"Summer",349,30.9166666666667
"04140_MD17F0143_2018_02","MD17F0143","Mule Deer","F",2018,2,"Winter",335,27.9166666666667
"04141_MD17F0143_2018_07","MD17F0143","Mule Deer","F",2018,7,"Summer",369,30.9166666666667
"04142_MD17F0143_2019_02","MD17F0143","Mule Deer","F",2019,2,"Winter",315,27.9173611111111
"04143_MD17F0143_2019_07","MD17F0143","Mule Deer","F",2019,7,"Summer",365,30.9166666666667
"04144_MD17F0143_2020_02","MD17F0143","Mule Deer","F",2020,2,"Winter",342,28.9166666666667
"04145_MD17F0143_2020_07","MD17F0143","Mule Deer","F",2020,7,"Summer",346,30.9166666666667
"04146_MD17F0143_2021_02","MD17F0143","Mule Deer","F",2021,2,"Winter",319,27.9166666666667
"05404_MD17M0050_2018_02","MD17M0050","Mule Deer","M",2018,2,"Winter",335,27.9166666666667
"05405_MD17M0050_2018_07","MD17M0050","Mule Deer","M",2018,7,"Summer",366,30.9166666666667
"05406_MD17M0050_2019_02","MD17M0050","Mule Deer","M",2019,2,"Winter",330,27.6666666666667
"05407_MD17M0050_2019_07","MD17M0050","Mule Deer","M",2019,7,"Summer",368,30.9166666666667
"05408_MD17M0050_2020_02","MD17M0050","Mule Deer","M",2020,2,"Winter",346,28.9166666666667
"05409_MD17M0050_2020_07","MD17M0050","Mule Deer","M",2020,7,"Summer",342,30.9166666666667
"05410_MD17M0050_2021_02","MD17M0050","Mule Deer","M",2021,2,"Winter",336,27.9166666666667
"05411_MD17M0050_2021_07","MD17M0050","Mule Deer","M",2021,7,"Summer",369,30.9166666666667
"05421_MD17M0054_2018_02","MD17M0054","Mule Deer","M",2018,2,"Winter",248,20.6666666666667
"05419_MD17M0053_2018_02","MD17M0053","Mule Deer","M",2018,2,"Winter",334,27.9166666666667
"05420_MD17M0053_2018_07","MD17M0053","Mule Deer","M",2018,7,"Summer",368,30.9166666666667
"05412_MD17M0051_2018_02","MD17M0051","Mule Deer","M",2018,2,"Winter",335,27.9166666666667
"05413_MD17M0051_2018_07","MD17M0051","Mule Deer","M",2018,7,"Summer",351,30.9166666666667
"05414_MD17M0051_2019_02","MD17M0051","Mule Deer","M",2019,2,"Winter",336,27.9166666666667
"05415_MD17M0051_2019_07","MD17M0051","Mule Deer","M",2019,7,"Summer",369,30.9166666666667
"05416_MD17M0051_2020_02","MD17M0051","Mule Deer","M",2020,2,"Winter",348,28.9166666666667
"04959_MD17F0367_2018_02","MD17F0367","Mule Deer","F",2018,2,"Winter",261,21.8340277777778
"04960_MD17F0368_2018_02","MD17F0368","Mule Deer","F",2018,2,"Winter",322,27.9159722222222
"04961_MD17F0368_2018_07","MD17F0368","Mule Deer","F",2018,7,"Summer",371,30.9166666666667
"05422_MD17M0055_2018_02","MD17M0055","Mule Deer","M",2018,2,"Winter",335,27.9166666666667
"05423_MD17M0055_2018_07","MD17M0055","Mule Deer","M",2018,7,"Summer",366,30.9166666666667
"04957_MD17F0366_2018_02","MD17F0366","Mule Deer","F",2018,2,"Winter",331,27.9166666666667
"04958_MD17F0366_2018_07","MD17F0366","Mule Deer","F",2018,7,"Summer",367,30.9166666666667
"05417_MD17M0052_2018_02","MD17M0052","Mule Deer","M",2018,2,"Winter",335,27.9166666666667
"05418_MD17M0052_2018_07","MD17M0052","Mule Deer","M",2018,7,"Summer",356,30.9166666666667
"04152_MD17F0151_2018_02","MD17F0151","Mule Deer","F",2018,2,"Winter",332,27.9166666666667
"04153_MD17F0151_2018_07","MD17F0151","Mule Deer","F",2018,7,"Summer",367,30.9166666666667
"04154_MD17F0151_2019_02","MD17F0151","Mule Deer","F",2019,2,"Winter",332,27.8333333333333
"04155_MD17F0151_2019_07","MD17F0151","Mule Deer","F",2019,7,"Summer",352,30.9166666666667
"04156_MD17F0151_2020_02","MD17F0151","Mule Deer","F",2020,2,"Winter",335,28.9173611111111
"04149_MD17F0150_2018_02","MD17F0150","Mule Deer","F",2018,2,"Winter",334,27.9166666666667
"04150_MD17F0150_2018_07","MD17F0150","Mule Deer","F",2018,7,"Summer",369,30.9166666666667
"04151_MD17F0150_2019_02","MD17F0150","Mule Deer","F",2019,2,"Winter",334,27.9166666666667
"04162_MD17F0153_2018_02","MD17F0153","Mule Deer","F",2018,2,"Winter",322,27.9166666666667
"04163_MD17F0153_2018_07","MD17F0153","Mule Deer","F",2018,7,"Summer",355,30.9166666666667
"04164_MD17F0153_2019_02","MD17F0153","Mule Deer","F",2019,2,"Winter",334,27.9166666666667
"04165_MD17F0153_2019_07","MD17F0153","Mule Deer","F",2019,7,"Summer",360,30.9166666666667
"04166_MD17F0153_2020_02","MD17F0153","Mule Deer","F",2020,2,"Winter",340,28.9166666666667
"04167_MD17F0154_2018_02","MD17F0154","Mule Deer","F",2018,2,"Winter",335,27.9166666666667
"04168_MD17F0154_2018_07","MD17F0154","Mule Deer","F",2018,7,"Summer",365,30.9166666666667
"04169_MD17F0154_2019_02","MD17F0154","Mule Deer","F",2019,2,"Winter",326,27.9173611111111
"04170_MD17F0154_2019_07","MD17F0154","Mule Deer","F",2019,7,"Summer",338,30.9166666666667
"04028_MD17F0112_2018_02","MD17F0112","Mule Deer","F",2018,2,"Winter",335,27.9166666666667
"04029_MD17F0112_2018_07","MD17F0112","Mule Deer","F",2018,7,"Summer",369,30.9166666666667
"04030_MD17F0112_2019_02","MD17F0112","Mule Deer","F",2019,2,"Winter",324,27.9166666666667
"04031_MD17F0112_2019_07","MD17F0112","Mule Deer","F",2019,7,"Summer",363,30.9166666666667
"04032_MD17F0112_2020_02","MD17F0112","Mule Deer","F",2020,2,"Winter",337,28.9166666666667
"04033_MD17F0112_2020_07","MD17F0112","Mule Deer","F",2020,7,"Summer",341,30.9166666666667
"04034_MD17F0112_2021_02","MD17F0112","Mule Deer","F",2021,2,"Winter",336,27.9166666666667
"04035_MD17F0112_2021_07","MD17F0112","Mule Deer","F",2021,7,"Summer",363,30.9166666666667
"05201_MD17F0432_2018_02","MD17F0432","Mule Deer","F",2018,2,"Winter",672,27.9583333333333
"05202_MD17F0432_2018_07","MD17F0432","Mule Deer","F",2018,7,"Summer",734,30.9583333333333
"05203_MD17F0432_2019_02","MD17F0432","Mule Deer","F",2019,2,"Winter",661,27.9583333333333
"05204_MD17F0432_2019_07","MD17F0432","Mule Deer","F",2019,7,"Summer",705,30.9583333333333
"05205_MD17F0432_2020_02","MD17F0432","Mule Deer","F",2020,2,"Winter",682,28.9583333333333
"05206_MD17F0432_2020_07","MD17F0432","Mule Deer","F",2020,7,"Summer",694,30.9583333333333
"05207_MD17F0432_2021_02","MD17F0432","Mule Deer","F",2021,2,"Winter",665,27.9583333333333
"04064_MD17F0123_2018_02","MD17F0123","Mule Deer","F",2018,2,"Winter",335,27.9166666666667
"04065_MD17F0123_2018_07","MD17F0123","Mule Deer","F",2018,7,"Summer",368,30.9166666666667
"04066_MD17F0123_2019_02","MD17F0123","Mule Deer","F",2019,2,"Winter",334,27.9166666666667
"04067_MD17F0123_2019_07","MD17F0123","Mule Deer","F",2019,7,"Summer",369,30.9166666666667
"04068_MD17F0123_2020_02","MD17F0123","Mule Deer","F",2020,2,"Winter",346,28.9166666666667
"04069_MD17F0123_2020_07","MD17F0123","Mule Deer","F",2020,7,"Summer",332,30.9166666666667
"04070_MD17F0123_2021_02","MD17F0123","Mule Deer","F",2021,2,"Winter",336,27.9166666666667
"04071_MD17F0123_2021_07","MD17F0123","Mule Deer","F",2021,7,"Summer",367,30.9166666666667
"04557_MD17F0251_2018_02","MD17F0251","Mule Deer","F",2018,2,"Winter",334,27.9166666666667
"04558_MD17F0251_2018_07","MD17F0251","Mule Deer","F",2018,7,"Summer",368,30.9166666666667
"04559_MD17F0251_2019_02","MD17F0251","Mule Deer","F",2019,2,"Winter",318,27.9166666666667
"04560_MD17F0251_2019_07","MD17F0251","Mule Deer","F",2019,7,"Summer",365,30.9166666666667
"04561_MD17F0251_2020_02","MD17F0251","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"04562_MD17F0251_2020_07","MD17F0251","Mule Deer","F",2020,7,"Summer",329,30.9166666666667
"04563_MD17F0251_2021_02","MD17F0251","Mule Deer","F",2021,2,"Winter",335,27.9166666666667
"04564_MD17F0251_2021_07","MD17F0251","Mule Deer","F",2021,7,"Summer",368,30.9166666666667
"04989_MD17F0379_2018_02","MD17F0379","Mule Deer","F",2018,2,"Winter",667,27.9583333333333
"04990_MD17F0379_2018_07","MD17F0379","Mule Deer","F",2018,7,"Summer",739,30.9583333333333
"04991_MD17F0379_2019_02","MD17F0379","Mule Deer","F",2019,2,"Winter",636,27.9583333333333
"04992_MD17F0379_2019_07","MD17F0379","Mule Deer","F",2019,7,"Summer",739,30.9583333333333
"04993_MD17F0379_2020_02","MD17F0379","Mule Deer","F",2020,2,"Winter",692,28.9583333333333
"04994_MD17F0379_2020_07","MD17F0379","Mule Deer","F",2020,7,"Summer",653,30.9583333333333
"04995_MD17F0379_2021_02","MD17F0379","Mule Deer","F",2021,2,"Winter",671,27.9583333333333
"04996_MD17F0379_2021_07","MD17F0379","Mule Deer","F",2021,7,"Summer",743,30.9583333333333
"04706_MD17F0297_2018_02","MD17F0297","Mule Deer","F",2018,2,"Winter",335,27.9159722222222
"04707_MD17F0297_2018_07","MD17F0297","Mule Deer","F",2018,7,"Summer",363,30.9166666666667
"04708_MD17F0297_2019_02","MD17F0297","Mule Deer","F",2019,2,"Winter",330,27.9166666666667
"04709_MD17F0297_2019_07","MD17F0297","Mule Deer","F",2019,7,"Summer",357,29.9993055555556
"04710_MD17F0297_2020_02","MD17F0297","Mule Deer","F",2020,2,"Winter",346,28.9166666666667
"04711_MD17F0297_2020_07","MD17F0297","Mule Deer","F",2020,7,"Summer",348,30.9166666666667
"04712_MD17F0297_2021_02","MD17F0297","Mule Deer","F",2021,2,"Winter",154,13.1666666666667
"04713_MD17F0298_2018_02","MD17F0298","Mule Deer","F",2018,2,"Winter",336,27.9166666666667
"04714_MD17F0298_2018_07","MD17F0298","Mule Deer","F",2018,7,"Summer",358,30.9166666666667
"04715_MD17F0298_2019_02","MD17F0298","Mule Deer","F",2019,2,"Winter",327,27.9166666666667
"04716_MD17F0298_2019_07","MD17F0298","Mule Deer","F",2019,7,"Summer",350,30.9166666666667
"04717_MD17F0298_2020_02","MD17F0298","Mule Deer","F",2020,2,"Winter",327,28.9166666666667
"04718_MD17F0298_2020_07","MD17F0298","Mule Deer","F",2020,7,"Summer",318,29.8333333333333
"04719_MD17F0298_2021_02","MD17F0298","Mule Deer","F",2021,2,"Winter",332,27.9166666666667
"04720_MD17F0300_2018_02","MD17F0300","Mule Deer","F",2018,2,"Winter",334,27.9173611111111
"04276_MD17F0185_2018_02","MD17F0185","Mule Deer","F",2018,2,"Winter",325,27.9166666666667
"04277_MD17F0185_2018_07","MD17F0185","Mule Deer","F",2018,7,"Summer",370,30.9166666666667
"04278_MD17F0185_2019_02","MD17F0185","Mule Deer","F",2019,2,"Winter",323,27.9166666666667
"04279_MD17F0185_2019_07","MD17F0185","Mule Deer","F",2019,7,"Summer",365,30.9166666666667
"04280_MD17F0185_2020_02","MD17F0185","Mule Deer","F",2020,2,"Winter",312,28.9173611111111
"04281_MD17F0185_2020_07","MD17F0185","Mule Deer","F",2020,7,"Summer",329,30.75
"04282_MD17F0185_2021_02","MD17F0185","Mule Deer","F",2021,2,"Winter",335,27.9166666666667
"04283_MD17F0186_2018_02","MD17F0186","Mule Deer","F",2018,2,"Winter",329,27.9166666666667
"04284_MD17F0186_2018_07","MD17F0186","Mule Deer","F",2018,7,"Summer",368,30.9166666666667
"04285_MD17F0186_2019_02","MD17F0186","Mule Deer","F",2019,2,"Winter",322,27.9166666666667
"04286_MD17F0186_2019_07","MD17F0186","Mule Deer","F",2019,7,"Summer",362,30.9166666666667
"04287_MD17F0186_2020_02","MD17F0186","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"04288_MD17F0186_2020_07","MD17F0186","Mule Deer","F",2020,7,"Summer",348,30.9166666666667
"04275_MD17F0184_2018_02","MD17F0184","Mule Deer","F",2018,2,"Winter",335,27.9166666666667
"05208_MD17F0433_2018_02","MD17F0433","Mule Deer","F",2018,2,"Winter",670,27.9583333333333
"05209_MD17F0433_2018_07","MD17F0433","Mule Deer","F",2018,7,"Summer",739,30.9583333333333
"04047_MD17F0118_2018_02","MD17F0118","Mule Deer","F",2018,2,"Winter",335,27.9166666666667
"04048_MD17F0118_2018_07","MD17F0118","Mule Deer","F",2018,7,"Summer",370,30.9166666666667
"04049_MD17F0118_2019_02","MD17F0118","Mule Deer","F",2019,2,"Winter",327,27.9173611111111
"04050_MD17F0118_2019_07","MD17F0118","Mule Deer","F",2019,7,"Summer",363,30.9166666666667
"04051_MD17F0118_2020_02","MD17F0118","Mule Deer","F",2020,2,"Winter",341,28.9166666666667
"04052_MD17F0118_2020_07","MD17F0118","Mule Deer","F",2020,7,"Summer",333,30.9166666666667
"04053_MD17F0118_2021_02","MD17F0118","Mule Deer","F",2021,2,"Winter",334,27.9166666666667
"04054_MD17F0118_2021_07","MD17F0118","Mule Deer","F",2021,7,"Summer",51,4.16666666666667
"04055_MD17F0119_2018_02","MD17F0119","Mule Deer","F",2018,2,"Winter",336,27.9166666666667
"04056_MD17F0119_2018_07","MD17F0119","Mule Deer","F",2018,7,"Summer",371,30.9166666666667
"04057_MD17F0119_2019_02","MD17F0119","Mule Deer","F",2019,2,"Winter",332,27.9166666666667
"04058_MD17F0119_2019_07","MD17F0119","Mule Deer","F",2019,7,"Summer",369,30.9166666666667
"04059_MD17F0119_2020_02","MD17F0119","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"04060_MD17F0119_2020_07","MD17F0119","Mule Deer","F",2020,7,"Summer",347,30.9166666666667
"04061_MD17F0119_2021_02","MD17F0119","Mule Deer","F",2021,2,"Winter",329,27.9173611111111
"04062_MD17F0119_2021_07","MD17F0119","Mule Deer","F",2021,7,"Summer",362,30.9166666666667
"04366_MD17F0209_2018_02","MD17F0209","Mule Deer","F",2018,2,"Winter",336,27.9166666666667
"04367_MD17F0209_2018_07","MD17F0209","Mule Deer","F",2018,7,"Summer",371,30.9166666666667
"04368_MD17F0209_2019_02","MD17F0209","Mule Deer","F",2019,2,"Winter",325,27.9166666666667
"04369_MD17F0209_2019_07","MD17F0209","Mule Deer","F",2019,7,"Summer",371,30.9166666666667
"04370_MD17F0209_2020_02","MD17F0209","Mule Deer","F",2020,2,"Winter",345,28.8333333333333
"04371_MD17F0209_2020_07","MD17F0209","Mule Deer","F",2020,7,"Summer",349,30.9166666666667
"04372_MD17F0209_2021_02","MD17F0209","Mule Deer","F",2021,2,"Winter",334,27.8333333333333
"04373_MD17F0209_2021_07","MD17F0209","Mule Deer","F",2021,7,"Summer",314,26.1666666666667
"04345_MD17F0204_2018_02","MD17F0204","Mule Deer","F",2018,2,"Winter",335,27.9166666666667
"04346_MD17F0205_2018_02","MD17F0205","Mule Deer","F",2018,2,"Winter",336,27.9166666666667
"04384_MD17F0213_2018_02","MD17F0213","Mule Deer","F",2018,2,"Winter",333,27.9159722222222
"04385_MD17F0213_2018_07","MD17F0213","Mule Deer","F",2018,7,"Summer",358,30.9166666666667
"04386_MD17F0213_2019_02","MD17F0213","Mule Deer","F",2019,2,"Winter",310,27.9166666666667
"04387_MD17F0213_2019_07","MD17F0213","Mule Deer","F",2019,7,"Summer",363,30.9166666666667
"04388_MD17F0213_2020_02","MD17F0213","Mule Deer","F",2020,2,"Winter",324,28.9166666666667
"04389_MD17F0213_2020_07","MD17F0213","Mule Deer","F",2020,7,"Summer",343,30.9166666666667
"04390_MD17F0213_2021_02","MD17F0213","Mule Deer","F",2021,2,"Winter",331,27.9166666666667
"04391_MD17F0213_2021_07","MD17F0213","Mule Deer","F",2021,7,"Summer",358,30.9173611111111
"04394_MD17F0214_2018_02","MD17F0214","Mule Deer","F",2018,2,"Winter",335,27.9166666666667
"04395_MD17F0214_2018_07","MD17F0214","Mule Deer","F",2018,7,"Summer",368,30.9166666666667
"04396_MD17F0214_2019_02","MD17F0214","Mule Deer","F",2019,2,"Winter",335,27.9166666666667
"04397_MD17F0214_2019_07","MD17F0214","Mule Deer","F",2019,7,"Summer",368,30.9166666666667
"04398_MD17F0214_2020_02","MD17F0214","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"04399_MD17F0214_2020_07","MD17F0214","Mule Deer","F",2020,7,"Summer",345,30.9166666666667
"04381_MD17F0212_2018_02","MD17F0212","Mule Deer","F",2018,2,"Winter",323,27.9166666666667
"04382_MD17F0212_2018_07","MD17F0212","Mule Deer","F",2018,7,"Summer",366,30.9166666666667
"04383_MD17F0212_2019_02","MD17F0212","Mule Deer","F",2019,2,"Winter",271,22.6666666666667
"04403_MD17F0218_2018_02","MD17F0218","Mule Deer","F",2018,2,"Winter",333,27.9166666666667
"04404_MD17F0218_2018_07","MD17F0218","Mule Deer","F",2018,7,"Summer",369,30.9166666666667
"04405_MD17F0218_2019_02","MD17F0218","Mule Deer","F",2019,2,"Winter",322,27.9166666666667
"04406_MD17F0218_2019_07","MD17F0218","Mule Deer","F",2019,7,"Summer",361,30.9166666666667
"04407_MD17F0218_2020_02","MD17F0218","Mule Deer","F",2020,2,"Winter",346,28.9166666666667
"04408_MD17F0218_2020_07","MD17F0218","Mule Deer","F",2020,7,"Summer",347,30.9166666666667
"04409_MD17F0218_2021_02","MD17F0218","Mule Deer","F",2021,2,"Winter",318,27.9166666666667
"04410_MD17F0218_2021_07","MD17F0218","Mule Deer","F",2021,7,"Summer",364,30.9166666666667
"04402_MD17F0217_2018_02","MD17F0217","Mule Deer","F",2018,2,"Winter",334,27.9166666666667
"04085_MD17F0128_2018_02","MD17F0128","Mule Deer","F",2018,2,"Winter",321,27.9166666666667
"04086_MD17F0128_2018_07","MD17F0128","Mule Deer","F",2018,7,"Summer",369,30.9166666666667
"04087_MD17F0128_2019_02","MD17F0128","Mule Deer","F",2019,2,"Winter",320,27.9166666666667
"04088_MD17F0128_2019_07","MD17F0128","Mule Deer","F",2019,7,"Summer",371,30.9166666666667
"04089_MD17F0128_2020_02","MD17F0128","Mule Deer","F",2020,2,"Winter",348,28.9166666666667
"04090_MD17F0128_2020_07","MD17F0128","Mule Deer","F",2020,7,"Summer",338,30.9159722222222
"04091_MD17F0128_2021_02","MD17F0128","Mule Deer","F",2021,2,"Winter",334,27.9166666666667
"04434_MD17F0225_2018_02","MD17F0225","Mule Deer","F",2018,2,"Winter",335,27.9166666666667
"04435_MD17F0225_2018_07","MD17F0225","Mule Deer","F",2018,7,"Summer",369,30.9166666666667
"04436_MD17F0225_2019_02","MD17F0225","Mule Deer","F",2019,2,"Winter",321,27.9166666666667
"04437_MD17F0225_2019_07","MD17F0225","Mule Deer","F",2019,7,"Summer",367,30.9166666666667
"04438_MD17F0225_2020_02","MD17F0225","Mule Deer","F",2020,2,"Winter",347,28.9166666666667
"04439_MD17F0225_2020_07","MD17F0225","Mule Deer","F",2020,7,"Summer",331,30.9166666666667
"04440_MD17F0225_2021_02","MD17F0225","Mule Deer","F",2021,2,"Winter",336,27.9166666666667
"04441_MD17F0225_2021_07","MD17F0225","Mule Deer","F",2021,7,"Summer",370,30.9166666666667
"04464_MD17F0229_2018_02","MD17F0229","Mule Deer","F",2018,2,"Winter",334,27.9166666666667
"04465_MD17F0229_2018_07","MD17F0229","Mule Deer","F",2018,7,"Summer",371,30.9166666666667
"04466_MD17F0229_2019_02","MD17F0229","Mule Deer","F",2019,2,"Winter",316,27.9166666666667
"04467_MD17F0229_2019_07","MD17F0229","Mule Deer","F",2019,7,"Summer",356,30.9166666666667
"04468_MD17F0229_2020_02","MD17F0229","Mule Deer","F",2020,2,"Winter",347,28.9166666666667
"04997_MD17F0380_2018_02","MD17F0380","Mule Deer","F",2018,2,"Winter",668,27.9583333333333
"04998_MD17F0380_2018_07","MD17F0380","Mule Deer","F",2018,7,"Summer",740,30.9583333333333
"04999_MD17F0380_2019_02","MD17F0380","Mule Deer","F",2019,2,"Winter",666,27.9583333333333
"05000_MD17F0381_2018_02","MD17F0381","Mule Deer","F",2018,2,"Winter",668,27.9583333333333
"05001_MD17F0381_2018_07","MD17F0381","Mule Deer","F",2018,7,"Summer",716,30.9583333333333
"05002_MD17F0381_2019_02","MD17F0381","Mule Deer","F",2019,2,"Winter",649,27.9583333333333
"05003_MD17F0381_2019_07","MD17F0381","Mule Deer","F",2019,7,"Summer",726,30.9583333333333
"05004_MD17F0381_2020_02","MD17F0381","Mule Deer","F",2020,2,"Winter",695,28.9583333333333
"05005_MD17F0381_2020_07","MD17F0381","Mule Deer","F",2020,7,"Summer",688,30.9583333333333
"05006_MD17F0381_2021_02","MD17F0381","Mule Deer","F",2021,2,"Winter",671,27.9583333333333
"05029_MD17F0387_2018_02","MD17F0387","Mule Deer","F",2018,2,"Winter",672,27.9583333333333
"05030_MD17F0387_2018_07","MD17F0387","Mule Deer","F",2018,7,"Summer",735,30.9583333333333
"05031_MD17F0387_2019_02","MD17F0387","Mule Deer","F",2019,2,"Winter",601,27.9583333333333
"05032_MD17F0387_2019_07","MD17F0387","Mule Deer","F",2019,7,"Summer",738,30.9583333333333
"05033_MD17F0387_2020_02","MD17F0387","Mule Deer","F",2020,2,"Winter",671,28.9583333333333
"05034_MD17F0387_2020_07","MD17F0387","Mule Deer","F",2020,7,"Summer",690,30.9583333333333
"05035_MD17F0387_2021_02","MD17F0387","Mule Deer","F",2021,2,"Winter",671,27.9583333333333
"05047_MD17F0391_2018_02","MD17F0391","Mule Deer","F",2018,2,"Winter",333,27.9166666666667
"05048_MD17F0391_2018_07","MD17F0391","Mule Deer","F",2018,7,"Summer",364,30.9166666666667
"05049_MD17F0391_2019_02","MD17F0391","Mule Deer","F",2019,2,"Winter",321,27.9166666666667
"05050_MD17F0391_2019_07","MD17F0391","Mule Deer","F",2019,7,"Summer",359,30.9166666666667
"05051_MD17F0391_2020_02","MD17F0391","Mule Deer","F",2020,2,"Winter",347,28.9166666666667
"05052_MD17F0391_2020_07","MD17F0391","Mule Deer","F",2020,7,"Summer",345,30.9166666666667
"05053_MD17F0391_2021_02","MD17F0391","Mule Deer","F",2021,2,"Winter",328,27.9166666666667
"05054_MD17F0391_2021_07","MD17F0391","Mule Deer","F",2021,7,"Summer",369,30.9166666666667
"05056_MD17F0392_2018_02","MD17F0392","Mule Deer","F",2018,2,"Winter",663,27.9583333333333
"05057_MD17F0392_2018_07","MD17F0392","Mule Deer","F",2018,7,"Summer",733,30.9583333333333
"05058_MD17F0392_2019_02","MD17F0392","Mule Deer","F",2019,2,"Winter",643,27.9583333333333
"05059_MD17F0392_2019_07","MD17F0392","Mule Deer","F",2019,7,"Summer",737,30.9583333333333
"05060_MD17F0392_2020_02","MD17F0392","Mule Deer","F",2020,2,"Winter",673,28.9583333333333
"04772_MD17F0312_2018_02","MD17F0312","Mule Deer","F",2018,2,"Winter",334,27.9166666666667
"04773_MD17F0312_2018_07","MD17F0312","Mule Deer","F",2018,7,"Summer",367,30.9166666666667
"04774_MD17F0312_2019_02","MD17F0312","Mule Deer","F",2019,2,"Winter",313,27.9166666666667
"04775_MD17F0312_2019_07","MD17F0312","Mule Deer","F",2019,7,"Summer",370,30.9166666666667
"04776_MD17F0312_2020_02","MD17F0312","Mule Deer","F",2020,2,"Winter",334,28.9166666666667
"04777_MD17F0312_2020_07","MD17F0312","Mule Deer","F",2020,7,"Summer",348,30.9166666666667
"04778_MD17F0312_2021_02","MD17F0312","Mule Deer","F",2021,2,"Winter",335,27.9166666666667
"04779_MD17F0312_2021_07","MD17F0312","Mule Deer","F",2021,7,"Summer",359,30.9166666666667
"04808_MD17F0324_2018_02","MD17F0324","Mule Deer","F",2018,2,"Winter",331,27.9166666666667
"04809_MD17F0324_2018_07","MD17F0324","Mule Deer","F",2018,7,"Summer",367,30.9166666666667
"04810_MD17F0324_2019_02","MD17F0324","Mule Deer","F",2019,2,"Winter",311,27.9173611111111
"04811_MD17F0324_2019_07","MD17F0324","Mule Deer","F",2019,7,"Summer",368,30.9166666666667
"04812_MD17F0324_2020_02","MD17F0324","Mule Deer","F",2020,2,"Winter",347,28.9166666666667
"04813_MD17F0324_2020_07","MD17F0324","Mule Deer","F",2020,7,"Summer",328,30.9166666666667
"04814_MD17F0324_2021_02","MD17F0324","Mule Deer","F",2021,2,"Winter",333,27.9166666666667
"04815_MD17F0324_2021_07","MD17F0324","Mule Deer","F",2021,7,"Summer",362,30.9166666666667
"04855_MD17F0331_2018_02","MD17F0331","Mule Deer","F",2018,2,"Winter",334,27.9166666666667
"04856_MD17F0332_2018_02","MD17F0332","Mule Deer","F",2018,2,"Winter",330,27.9166666666667
"04857_MD17F0332_2018_07","MD17F0332","Mule Deer","F",2018,7,"Summer",356,30.9166666666667
